row,channel,visits,cost,contacts,date_time,spot
1243,G,-38.85,65.0,15000.0,2019-02-01 08:58:00,3953_Projector_90_FPV
1244,A,116.55,45.0,3666.6666666666665,2019-02-01 09:06:00,4195_Receptionist_90_Abba
1245,F,-296.09999999999997,3565.0,37666.666666666664,2019-02-01 09:12:00,3844_Winter-Time_90_Beta
1246,I,399.0,132.5,11333.333333333334,2019-02-01 09:21:00,4200_Square-One_90_Abba
1247,A,16.8,22.5,5666.666666666667,2019-02-01 09:44:00,4213_Adventure-Holiday_25_Abba
1248,E,407.4,495.0,7000.0,2019-02-01 10:21:00,3859_Winter-Time_25_Beta
1249,F,98.7,3565.0,51333.333333333336,2019-02-01 10:32:00,3836_TheView_90_FPV
1250,A,-101.85,165.0,1000.0,2019-02-01 10:51:00,4202_Matched_90_Abba
1251,A,256.2,82.5,3333.3333333333335,2019-02-01 11:13:00,4189_OneItemPieceOfPaper_25_Abba
1252,A,560.6999999999999,22.5,0.0,2019-02-01 11:23:00,4213_Adventure-Holiday_25_Abba
1253,I,111.3,65.0,7666.666666666667,2019-02-01 11:50:00,4213_Adventure-Holiday_25_Abba
1254,A,-141.75,45.0,3333.3333333333335,2019-02-01 12:11:00,4200_Square-One_90_Abba
1255,F,236.25,1320.0,36000.0,2019-02-01 12:16:00,3953_Projector_90_FPV
1256,F,418.95,5115.0,222000.0,2019-02-01 12:27:00,3859_Winter-Time_25_Beta
1257,F,71.39999999999999,1782.5,42000.0,2019-02-01 12:43:00,3964_TheView_25_FPV
1258,N,228.9,2417.5,109333.33333333333,2019-02-01 13:06:00,4046_At-least-a-week_25_FPV
1259,I,232.05,2197.5,58666.666666666664,2019-02-01 13:37:00,4202_Matched_90_Abba
1260,N,235.2,2417.5,138333.33333333334,2019-02-01 13:45:00,3964_TheView_25_FPV
1261,C,-147.0,3075.0,33000.0,2019-02-01 14:09:00,3844_Winter-Time_90_Beta
1262,F,190.05,3565.0,46333.333333333336,2019-02-01 14:14:00,3844_Winter-Time_90_Beta
1263,E,-202.65,1647.5,28000.0,2019-02-01 14:56:00,3836_TheView_90_FPV
1264,I,9.450000000000001,352.5,42333.333333333336,2019-02-01 15:13:00,4189_OneItemPieceOfPaper_25_Abba
1265,F,-103.95,1782.5,60666.666666666664,2019-02-01 15:41:00,3859_Winter-Time_25_Beta
1266,I,-50.4,352.5,53000.0,2019-02-01 15:56:00,4213_Adventure-Holiday_25_Abba
1267,J,-407.4,877.5,11666.666666666666,2019-02-01 16:03:00,3953_Projector_90_FPV
1268,N,63.0,2307.5,135333.33333333334,2019-02-01 16:33:00,4046_At-least-a-week_25_FPV
1269,F,-54.6,3740.0,34333.333333333336,2019-02-01 16:53:00,4025_Tram_60_FPV
1270,C,581.6999999999999,3075.0,38666.666666666664,2019-02-01 17:06:00,3844_Winter-Time_90_Beta
1271,F,409.5,4400.0,179666.66666666666,2019-02-01 17:12:00,4046_At-least-a-week_25_FPV
1272,G,244.65,197.5,4666.666666666667,2019-02-01 17:18:00,3974_Roomservice_90_FPV
1273,I,494.55,2197.5,100666.66666666667,2019-02-01 17:44:00,4200_Square-One_90_Abba
1274,C,889.35,9885.0,132000.0,2019-02-01 18:03:00,3859_Winter-Time_25_Beta
1275,A,55.65,82.5,8333.333333333334,2019-02-01 18:27:00,4213_Adventure-Holiday_25_Abba
1276,F,149.1,1870.0,25666.666666666668,2019-02-01 18:44:00,3974_Roomservice_90_FPV
1277,I,142.79999999999998,605.0,114333.33333333333,2019-02-01 19:15:00,4189_OneItemPieceOfPaper_25_Abba
1278,I,267.75,605.0,116333.33333333333,2019-02-01 19:38:00,4213_Adventure-Holiday_25_Abba
1279,H,127.05,5492.5,386333.3333333333,2019-02-01 20:38:00,3964_TheView_25_FPV
1280,F,491.4,10560.0,280000.0,2019-02-01 20:43:00,4046_At-least-a-week_25_FPV
1281,E,101.85,1482.5,113333.33333333333,2019-02-01 20:50:00,4046_At-least-a-week_25_FPV
1282,H,1170.75,5492.5,390333.3333333333,2019-02-01 21:05:00,4046_At-least-a-week_25_FPV
1283,C,789.6,9885.0,270333.3333333333,2019-02-01 21:12:00,4046_At-least-a-week_25_FPV
1284,E,380.1,822.5,54000.0,2019-02-01 21:31:00,3859_Winter-Time_25_Beta
1285,F,291.90000000000003,4840.0,167666.66666666666,2019-02-01 21:45:00,3859_Winter-Time_25_Beta
1286,I,452.55,1207.5,92666.66666666667,2019-02-01 21:54:00,4200_Square-One_90_Abba
1287,C,147.0,4282.5,74666.66666666667,2019-02-01 22:26:00,4046_At-least-a-week_25_FPV
1288,I,93.45,330.0,37333.333333333336,2019-02-01 22:35:00,4213_Adventure-Holiday_25_Abba
1289,F,49.35,12980.0,236333.33333333334,2019-02-01 23:46:00,3968_Roomservice_25_FPV
1290,F,72.45,4840.0,95333.33333333333,2019-02-01 23:51:00,3964_TheView_25_FPV
1291,E,124.95,1482.5,111333.33333333333,2019-02-02 00:05:00,3964_TheView_25_FPV
1292,M,174.3,2.5,0.0,2019-02-02 00:38:00,3974_Roomservice_90_FPV
1293,E,-91.35,1647.5,24000.0,2019-02-02 00:59:00,3953_Projector_90_FPV
1294,C,273.0,2.5,34666.666666666664,2019-02-02 01:08:00,3968_Roomservice_25_FPV
1295,C,-43.05,165.0,12000.0,2019-02-02 01:27:00,3844_Winter-Time_90_Beta
1296,H,423.15,3955.0,324000.0,2019-02-02 01:49:00,3974_Roomservice_90_FPV
1297,G,-145.95000000000002,17.5,1666.6666666666667,2019-02-02 01:57:00,4046_At-least-a-week_25_FPV
1298,H,233.1,605.0,297000.0,2019-02-02 02:19:00,3964_TheView_25_FPV
1299,A,-67.2,27.5,6666.666666666667,2019-02-02 02:25:00,4213_Adventure-Holiday_25_Abba
1300,A,-51.45,142.5,18333.333333333332,2019-02-02 02:31:00,4202_Matched_90_Abba
1301,G,-129.15,17.5,1000.0,2019-02-02 02:36:00,3964_TheView_25_FPV
1302,D,65.10000000000001,2635.0,16666.666666666668,2019-02-02 02:41:00,3976_At-least-a-week_90_FPV
1303,H,66.14999999999999,1207.5,294666.6666666667,2019-02-02 02:50:00,3953_Projector_90_FPV
1304,N,145.95000000000002,2.5,152666.66666666666,2019-02-02 02:56:00,3964_TheView_25_FPV
1305,E,-148.04999999999998,32.5,26000.0,2019-02-02 03:11:00,3859_Winter-Time_25_Beta
1306,C,235.2,660.0,89000.0,2019-02-02 03:16:00,3844_Winter-Time_90_Beta
1307,J,-73.5,22.5,19000.0,2019-02-02 04:56:00,3964_TheView_25_FPV
1308,C,63.0,165.0,25666.666666666668,2019-02-02 05:09:00,3859_Winter-Time_25_Beta
1309,J,-33.6,155.0,24666.666666666668,2019-02-02 05:20:00,3953_Projector_90_FPV
1310,C,40.949999999999996,165.0,21666.666666666668,2019-02-02 05:38:00,4046_At-least-a-week_25_FPV
1311,C,140.70000000000002,87.5,15000.0,2019-02-02 05:49:00,3976_At-least-a-week_90_FPV
1312,E,-117.6,495.0,9000.0,2019-02-02 06:24:00,3964_TheView_25_FPV
1313,C,160.65,440.0,37000.0,2019-02-02 06:57:00,3968_Roomservice_25_FPV
1314,J,54.6,550.0,21000.0,2019-02-02 07:05:00,3836_TheView_90_FPV
1315,F,11.55,5115.0,68666.66666666667,2019-02-02 07:29:00,3859_Winter-Time_25_Beta
1316,J,-70.35000000000001,550.0,19000.0,2019-02-02 07:34:00,3844_Winter-Time_90_Beta
1317,J,-114.45,297.5,20000.0,2019-02-02 08:10:00,3976_At-least-a-week_90_FPV
1318,E,348.6,987.5,17333.333333333332,2019-02-02 08:25:00,3844_Winter-Time_90_Beta
1319,J,132.29999999999998,150.0,25000.0,2019-02-02 08:39:00,4046_At-least-a-week_25_FPV
1320,C,30.45,440.0,10666.666666666666,2019-02-02 09:25:00,4039_Winter-Time_60_Beta
1321,B,-54.6,1317.5,1333.3333333333333,2019-02-02 10:27:00,4025_Tram_60_FPV
1322,F,153.29999999999998,1782.5,86666.66666666667,2019-02-02 11:15:00,3859_Winter-Time_25_Beta
1323,E,39.9,495.0,23000.0,2019-02-02 11:27:00,4046_At-least-a-week_25_FPV
1324,E,-9.450000000000001,1647.5,22000.0,2019-02-02 11:36:00,3844_Winter-Time_90_Beta
1325,F,281.40000000000003,1320.0,37333.333333333336,2019-02-02 12:07:00,3953_Projector_90_FPV
1326,N,302.40000000000003,4832.5,147000.0,2019-02-02 12:12:00,3953_Projector_90_FPV
1327,A,68.25,22.5,8000.0,2019-02-02 12:25:00,4189_OneItemPieceOfPaper_25_Abba
1328,F,301.34999999999997,1782.5,61666.666666666664,2019-02-02 12:42:00,4046_At-least-a-week_25_FPV
1329,B,249.9,330.0,16666.666666666668,2019-02-02 13:07:00,3964_TheView_25_FPV
1330,F,872.55,1782.5,67666.66666666667,2019-02-02 13:28:00,3859_Winter-Time_25_Beta
1331,N,414.75,2417.5,86000.0,2019-02-02 13:35:00,4046_At-least-a-week_25_FPV
1332,A,228.9,165.0,7666.666666666667,2019-02-02 13:50:00,4202_Matched_90_Abba
1333,B,175.35,330.0,10666.666666666666,2019-02-02 14:06:00,4046_At-least-a-week_25_FPV
1334,A,-256.2,45.0,1333.3333333333333,2019-02-02 14:20:00,4195_Receptionist_90_Abba
1335,F,-32.550000000000004,1782.5,78000.0,2019-02-02 14:29:00,3964_TheView_25_FPV
1336,B,533.4,1317.5,15666.666666666666,2019-02-02 14:36:00,4025_Tram_60_FPV
1337,I,279.3,352.5,32000.0,2019-02-02 15:20:00,4189_OneItemPieceOfPaper_25_Abba
1338,I,106.05,132.5,2666.6666666666665,2019-02-02 15:28:00,4189_OneItemPieceOfPaper_25_Abba
1339,C,282.45,2745.0,156333.33333333334,2019-02-02 15:38:00,3964_TheView_25_FPV
1340,J,-296.09999999999997,385.0,23000.0,2019-02-02 15:56:00,3859_Winter-Time_25_Beta
1341,I,-53.55,352.5,96666.66666666667,2019-02-02 16:02:00,4213_Adventure-Holiday_25_Abba
1342,F,-142.79999999999998,4400.0,206666.66666666666,2019-02-02 16:54:00,3859_Winter-Time_25_Beta
1343,A,-214.2,45.0,0.0,2019-02-02 17:20:00,4195_Receptionist_90_Abba
1344,B,113.4,822.5,16666.666666666668,2019-02-02 18:04:00,3974_Roomservice_90_FPV
1345,E,258.3,1482.5,119333.33333333333,2019-02-02 18:20:00,4046_At-least-a-week_25_FPV
1346,C,168.0,8787.5,181666.66666666666,2019-02-02 18:30:00,3968_Roomservice_25_FPV
1347,I,840.0,132.5,52000.0,2019-02-02 18:52:00,4200_Square-One_90_Abba
1348,G,87.15,197.5,3000.0,2019-02-02 19:18:00,3953_Projector_90_FPV
1349,A,-223.65,175.0,15666.666666666666,2019-02-02 19:42:00,4189_OneItemPieceOfPaper_25_Abba
1350,E,682.5,2965.0,157000.0,2019-02-02 19:52:00,3953_Projector_90_FPV
1351,C,-13.65,2635.0,23000.0,2019-02-02 20:01:00,4025_Tram_60_FPV
1352,A,94.5,45.0,18333.333333333332,2019-02-02 20:22:00,4213_Adventure-Holiday_25_Abba
1353,F,1530.9,10560.0,288333.3333333333,2019-02-02 20:55:00,4046_At-least-a-week_25_FPV
1354,C,851.55,9885.0,412000.0,2019-02-02 21:27:00,4046_At-least-a-week_25_FPV
1355,I,-197.4,605.0,93666.66666666667,2019-02-02 21:46:00,4189_OneItemPieceOfPaper_25_Abba
1356,I,-208.95,1207.5,111666.66666666667,2019-02-02 22:01:00,4202_Matched_90_Abba
1357,F,793.8,12980.0,266333.3333333333,2019-02-02 22:25:00,3968_Roomservice_25_FPV
1358,A,-45.15,72.5,28666.666666666668,2019-02-02 23:02:00,4213_Adventure-Holiday_25_Abba
1359,I,88.2,87.5,11666.666666666666,2019-02-02 23:35:00,4189_OneItemPieceOfPaper_25_Abba
1360,H,340.2,5492.5,308333.3333333333,2019-02-02 23:46:00,4046_At-least-a-week_25_FPV
1361,I,190.05,87.5,4333.333333333333,2019-02-03 00:11:00,4189_OneItemPieceOfPaper_25_Abba
1362,G,-58.8,17.5,1000.0,2019-02-03 00:21:00,4046_At-least-a-week_25_FPV
1363,C,645.75,2197.5,115333.33333333333,2019-02-03 00:30:00,3859_Winter-Time_25_Beta
1364,B,-232.05,110.0,26333.333333333332,2019-02-03 00:38:00,4046_At-least-a-week_25_FPV
1365,E,94.5,822.5,41666.666666666664,2019-02-03 00:52:00,3964_TheView_25_FPV
1366,H,195.3,3955.0,275666.6666666667,2019-02-03 01:46:00,3974_Roomservice_90_FPV
1367,J,-52.5,120.0,7333.333333333333,2019-02-03 01:52:00,3968_Roomservice_25_FPV
1368,D,5.25,1317.5,15000.0,2019-02-03 01:57:00,4046_At-least-a-week_25_FPV
1369,H,163.79999999999998,1207.5,234333.33333333334,2019-02-03 02:25:00,3976_At-least-a-week_90_FPV
1370,I,-202.65,262.5,8000.0,2019-02-03 02:56:00,4202_Matched_90_Abba
1371,C,-45.15,440.0,81000.0,2019-02-03 03:13:00,3844_Winter-Time_90_Beta
1372,C,-16.8,660.0,88666.66666666667,2019-02-03 03:57:00,3836_TheView_90_FPV
1373,G,-17.849999999999998,0.0,333.3333333333333,2019-02-03 04:34:00,3974_Roomservice_90_FPV
1374,C,58.8,660.0,97333.33333333333,2019-02-03 04:43:00,3844_Winter-Time_90_Beta
1375,J,153.29999999999998,77.5,26333.333333333332,2019-02-03 05:06:00,3964_TheView_25_FPV
1376,E,134.4,32.5,11333.333333333334,2019-02-03 05:11:00,3859_Winter-Time_25_Beta
1377,C,-66.14999999999999,330.0,105000.0,2019-02-03 05:41:00,3859_Winter-Time_25_Beta
1378,J,-37.800000000000004,45.0,0.0,2019-02-03 05:54:00,3974_Roomservice_90_FPV
1379,C,0.0,1537.5,55666.666666666664,2019-02-03 06:02:00,3859_Winter-Time_25_Beta
1380,C,24.15,550.0,5666.666666666667,2019-02-03 06:14:00,3844_Winter-Time_90_Beta
1381,C,89.25,220.0,10666.666666666666,2019-02-03 06:57:00,3953_Projector_90_FPV
1382,E,115.5,615.0,7666.666666666667,2019-02-03 07:09:00,3844_Winter-Time_90_Beta
1383,C,116.55,2087.5,79333.33333333333,2019-02-03 07:20:00,3964_TheView_25_FPV
1384,H,-256.2,660.0,56000.0,2019-02-03 07:30:00,3968_Roomservice_25_FPV
1385,C,258.3,2087.5,79000.0,2019-02-03 07:44:00,3859_Winter-Time_25_Beta
1386,C,28.35,275.0,9333.333333333334,2019-02-03 07:57:00,3964_TheView_25_FPV
1387,H,-76.64999999999999,660.0,72000.0,2019-02-03 08:21:00,3964_TheView_25_FPV
1388,G,350.7,65.0,2666.6666666666665,2019-02-03 08:39:00,3974_Roomservice_90_FPV
1389,C,31.5,275.0,0.0,2019-02-03 08:50:00,4046_At-least-a-week_25_FPV
1390,H,529.1999999999999,660.0,85333.33333333333,2019-02-03 08:55:00,4046_At-least-a-week_25_FPV
1391,I,42.0,262.5,18333.333333333332,2019-02-03 09:29:00,4213_Adventure-Holiday_25_Abba
1392,G,130.20000000000002,100.0,6000.0,2019-02-03 09:36:00,3964_TheView_25_FPV
1393,C,269.84999999999997,1097.5,13333.333333333334,2019-02-03 09:49:00,4039_Winter-Time_60_Beta
1394,C,-122.85,220.0,2666.6666666666665,2019-02-03 09:57:00,3976_At-least-a-week_90_FPV
1395,C,-56.7,2087.5,88666.66666666667,2019-02-03 10:11:00,4046_At-least-a-week_25_FPV
1396,F,106.05,3300.0,101000.0,2019-02-03 10:32:00,3844_Winter-Time_90_Beta
1397,C,8.4,275.0,31333.333333333332,2019-02-03 10:57:00,3859_Winter-Time_25_Beta
1398,I,269.84999999999997,120.0,1333.3333333333333,2019-02-03 11:23:00,4189_OneItemPieceOfPaper_25_Abba
1399,C,205.8,3075.0,93666.66666666667,2019-02-03 11:33:00,3844_Winter-Time_90_Beta
1400,I,879.9,2197.5,119666.66666666667,2019-02-03 11:53:00,4200_Square-One_90_Abba
1401,I,-12.6,1097.5,145000.0,2019-02-03 12:16:00,4213_Adventure-Holiday_25_Abba
1402,I,-111.3,87.5,7000.0,2019-02-03 12:52:00,4195_Receptionist_90_Abba
1403,I,935.55,1097.5,100000.0,2019-02-03 13:12:00,4189_OneItemPieceOfPaper_25_Abba
1404,I,57.75,45.0,7000.0,2019-02-03 13:22:00,4213_Adventure-Holiday_25_Abba
1405,C,332.84999999999997,467.5,26666.666666666668,2019-02-03 13:56:00,3859_Winter-Time_25_Beta
1406,C,364.35,467.5,40333.333333333336,2019-02-03 14:21:00,4046_At-least-a-week_25_FPV
1407,I,241.5,242.5,5000.0,2019-02-03 14:41:00,4195_Receptionist_90_Abba
1408,C,299.25,467.5,51333.333333333336,2019-02-03 14:53:00,3859_Winter-Time_25_Beta
1409,H,-124.95,2745.0,238333.33333333334,2019-02-03 15:17:00,4046_At-least-a-week_25_FPV
1410,C,121.8,1317.5,30666.666666666668,2019-02-03 15:24:00,3968_Roomservice_25_FPV
1411,I,-10.5,132.5,1333.3333333333333,2019-02-03 15:44:00,4200_Square-One_90_Abba
1412,F,747.6,6600.0,200000.0,2019-02-03 15:53:00,3836_TheView_90_FPV
1413,I,-27.3,65.0,2333.3333333333335,2019-02-03 15:58:00,4189_OneItemPieceOfPaper_25_Abba
1414,C,21.0,1317.5,34000.0,2019-02-03 16:23:00,3859_Winter-Time_25_Beta
1415,F,505.05,3300.0,220000.0,2019-02-03 16:31:00,3859_Winter-Time_25_Beta
1416,E,-288.75,1275.0,62000.0,2019-02-03 16:38:00,3953_Projector_90_FPV
1417,C,126.0,3845.0,154333.33333333334,2019-02-03 16:55:00,4046_At-least-a-week_25_FPV
1418,C,325.5,6590.0,119000.0,2019-02-03 17:42:00,3974_Roomservice_90_FPV
1419,C,364.35,3295.0,125666.66666666667,2019-02-03 17:57:00,3968_Roomservice_25_FPV
1420,I,502.95,395.0,54000.0,2019-02-03 18:12:00,4189_OneItemPieceOfPaper_25_Abba
1421,I,-286.65000000000003,132.5,4000.0,2019-02-03 18:38:00,4202_Matched_90_Abba
1422,F,421.05,5380.0,250000.0,2019-02-03 18:52:00,4046_At-least-a-week_25_FPV
1423,C,717.15,9885.0,163666.66666666666,2019-02-03 19:23:00,3859_Winter-Time_25_Beta
1424,I,-94.5,87.5,8666.666666666666,2019-02-03 19:44:00,4189_OneItemPieceOfPaper_25_Abba
1425,C,233.1,9885.0,186666.66666666666,2019-02-03 19:51:00,3968_Roomservice_25_FPV
1426,I,521.85,175.0,11333.333333333334,2019-02-03 20:31:00,4195_Receptionist_90_Abba
1427,I,395.85,175.0,16333.333333333334,2019-02-03 20:42:00,4200_Square-One_90_Abba
1428,I,-102.9,660.0,16000.0,2019-02-03 21:14:00,4195_Receptionist_90_Abba
1429,C,242.55,4282.5,50333.333333333336,2019-02-03 21:26:00,3859_Winter-Time_25_Beta
1430,I,186.9,330.0,14333.333333333334,2019-02-03 21:35:00,4213_Adventure-Holiday_25_Abba
1431,H,869.4,5492.5,258666.66666666666,2019-02-03 22:20:00,3964_TheView_25_FPV
1432,I,421.05,715.0,78333.33333333333,2019-02-03 22:40:00,4213_Adventure-Holiday_25_Abba
1433,H,181.65,5492.5,196666.66666666666,2019-02-03 23:05:00,4046_At-least-a-week_25_FPV
1434,I,37.800000000000004,715.0,21333.333333333332,2019-02-03 23:21:00,4189_OneItemPieceOfPaper_25_Abba
1435,I,-15.75,1427.5,20333.333333333332,2019-02-03 23:49:00,4202_Matched_90_Abba
1436,N,155.4,10435.0,122666.66666666667,2019-02-03 23:56:00,4046_At-least-a-week_25_FPV
1437,I,231.0,132.5,17666.666666666668,2019-02-04 00:07:00,4213_Adventure-Holiday_25_Abba
1438,I,119.7,87.5,17333.333333333332,2019-02-04 00:13:00,4213_Adventure-Holiday_25_Abba
1439,C,112.35,82.5,5333.333333333333,2019-02-04 00:26:00,3859_Winter-Time_25_Beta
1440,I,159.6,175.0,5000.0,2019-02-04 00:41:00,4200_Square-One_90_Abba
1441,D,165.9,1317.5,29666.666666666668,2019-02-04 01:32:00,4046_At-least-a-week_25_FPV
1442,C,-49.35,2197.5,32666.666666666668,2019-02-04 01:45:00,3859_Winter-Time_25_Beta
1443,H,139.65,1977.5,194333.33333333334,2019-02-04 01:51:00,3964_TheView_25_FPV
1444,H,5.25,605.0,174000.0,2019-02-04 02:30:00,4046_At-least-a-week_25_FPV
1445,N,24.15,2.5,77000.0,2019-02-04 02:36:00,3964_TheView_25_FPV
1446,C,181.65,1977.5,58000.0,2019-02-04 02:42:00,3859_Winter-Time_25_Beta
1447,H,171.15,1207.5,178000.0,2019-02-04 02:48:00,3836_TheView_90_FPV
1448,C,2.1,45.0,9000.0,2019-02-04 03:25:00,3859_Winter-Time_25_Beta
1449,C,155.4,220.0,47333.333333333336,2019-02-04 04:22:00,3859_Winter-Time_25_Beta
1450,E,143.85,197.5,53333.333333333336,2019-02-04 04:38:00,3953_Projector_90_FPV
1451,C,11.55,45.0,7000.0,2019-02-04 04:54:00,4046_At-least-a-week_25_FPV
1452,C,-233.1,220.0,54333.333333333336,2019-02-04 05:00:00,3859_Winter-Time_25_Beta
1453,C,86.1,82.5,13666.666666666666,2019-02-04 05:33:00,4046_At-least-a-week_25_FPV
1454,C,-36.75,660.0,55666.666666666664,2019-02-04 05:56:00,3836_TheView_90_FPV
1455,E,-1.05,615.0,19666.666666666668,2019-02-04 06:06:00,3844_Winter-Time_90_Beta
1456,C,168.0,3075.0,73333.33333333333,2019-02-04 06:28:00,3953_Projector_90_FPV
1457,C,-4.2,550.0,8666.666666666666,2019-02-04 06:58:00,3953_Projector_90_FPV
1458,C,133.35,2087.5,70666.66666666667,2019-02-04 07:06:00,3964_TheView_25_FPV
1459,H,94.5,660.0,54333.333333333336,2019-02-04 07:22:00,3968_Roomservice_25_FPV
1460,C,259.34999999999997,440.0,2666.6666666666665,2019-02-04 07:54:00,4025_Tram_60_FPV
1461,H,248.85,660.0,77666.66666666667,2019-02-04 08:07:00,3964_TheView_25_FPV
1462,C,76.64999999999999,275.0,4666.666666666667,2019-02-04 08:14:00,4046_At-least-a-week_25_FPV
1463,G,-161.70000000000002,32.5,4666.666666666667,2019-02-04 08:19:00,4046_At-least-a-week_25_FPV
1464,C,21.0,1537.5,100333.33333333333,2019-02-04 08:34:00,3964_TheView_25_FPV
1465,H,193.2,660.0,84000.0,2019-02-04 08:42:00,4046_At-least-a-week_25_FPV
1466,G,-151.20000000000002,32.5,3333.3333333333335,2019-02-04 08:57:00,3968_Roomservice_25_FPV
1467,I,243.6,87.5,666.6666666666666,2019-02-04 09:03:00,4200_Square-One_90_Abba
1468,F,510.3,4950.0,99333.33333333333,2019-02-04 09:18:00,3844_Winter-Time_90_Beta
1469,E,147.0,307.5,20666.666666666668,2019-02-04 09:24:00,3859_Winter-Time_25_Beta
1470,I,288.75,527.5,18000.0,2019-02-04 09:40:00,4195_Receptionist_90_Abba
1471,G,271.95,197.5,9000.0,2019-02-04 09:58:00,3976_At-least-a-week_90_FPV
1472,E,-38.85,987.5,16000.0,2019-02-04 10:19:00,3974_Roomservice_90_FPV
1473,E,-139.65,307.5,19333.333333333332,2019-02-04 10:27:00,3859_Winter-Time_25_Beta
1474,C,-163.79999999999998,2087.5,65333.333333333336,2019-02-04 10:36:00,4046_At-least-a-week_25_FPV
1475,G,150.15,100.0,5333.333333333333,2019-02-04 10:57:00,4046_At-least-a-week_25_FPV
1476,E,371.7,987.5,35333.333333333336,2019-02-04 11:14:00,3836_TheView_90_FPV
1477,C,400.05,467.5,27000.0,2019-02-04 11:19:00,3964_TheView_25_FPV
1478,I,179.55,262.5,38333.333333333336,2019-02-04 11:28:00,4189_OneItemPieceOfPaper_25_Abba
1479,C,8.4,2087.5,71666.66666666667,2019-02-04 11:42:00,3964_TheView_25_FPV
1480,C,203.7,467.5,24333.333333333332,2019-02-04 12:20:00,4046_At-least-a-week_25_FPV
1481,I,7.35,1097.5,185333.33333333334,2019-02-04 12:25:00,4213_Adventure-Holiday_25_Abba
1482,F,261.45,2475.0,140000.0,2019-02-04 12:35:00,3859_Winter-Time_25_Beta
1483,I,74.55,527.5,29000.0,2019-02-04 12:48:00,4200_Square-One_90_Abba
1484,F,-211.05,1650.0,102666.66666666667,2019-02-04 12:55:00,3964_TheView_25_FPV
1485,I,539.6999999999999,120.0,7666.666666666667,2019-02-04 13:10:00,4213_Adventure-Holiday_25_Abba
1486,F,282.45,3300.0,160666.66666666666,2019-02-04 13:16:00,3844_Winter-Time_90_Beta
1487,I,-66.14999999999999,45.0,1666.6666666666667,2019-02-04 13:36:00,4213_Adventure-Holiday_25_Abba
1488,C,-194.25,2087.5,82666.66666666667,2019-02-04 13:45:00,4046_At-least-a-week_25_FPV
1489,I,250.95,2197.5,79000.0,2019-02-04 13:53:00,4202_Matched_90_Abba
1490,H,189.0,2745.0,236333.33333333334,2019-02-04 14:14:00,3964_TheView_25_FPV
1491,C,668.85,3075.0,94000.0,2019-02-04 14:22:00,3974_Roomservice_90_FPV
1492,N,173.25,1207.5,117666.66666666667,2019-02-04 14:27:00,3968_Roomservice_25_FPV
1493,E,119.7,637.5,32666.666666666668,2019-02-04 14:36:00,3964_TheView_25_FPV
1494,G,89.25,100.0,5666.666666666667,2019-02-04 14:56:00,3964_TheView_25_FPV
1495,F,-8.4,6600.0,129666.66666666667,2019-02-04 15:10:00,3953_Projector_90_FPV
1496,E,304.5,637.5,37666.666666666664,2019-02-04 15:43:00,3859_Winter-Time_25_Beta
1497,C,413.7,1317.5,16000.0,2019-02-04 15:48:00,3968_Roomservice_25_FPV
1498,C,509.25,440.0,6000.0,2019-02-04 16:24:00,3964_TheView_25_FPV
1499,C,-269.84999999999997,440.0,12666.666666666666,2019-02-04 16:58:00,4046_At-least-a-week_25_FPV
1500,C,-158.54999999999998,3845.0,84666.66666666667,2019-02-04 17:22:00,4046_At-least-a-week_25_FPV
1501,I,924.0,3515.0,332000.0,2019-02-04 17:38:00,4195_Receptionist_90_Abba
1502,F,132.29999999999998,5380.0,169000.0,2019-02-04 18:21:00,3968_Roomservice_25_FPV
1503,C,415.8,1317.5,35333.333333333336,2019-02-04 19:08:00,3964_TheView_25_FPV
1504,C,382.2,8787.5,197000.0,2019-02-04 19:16:00,4046_At-least-a-week_25_FPV
1505,I,497.7,175.0,27000.0,2019-02-04 19:30:00,4200_Square-One_90_Abba
1506,I,176.4,330.0,34333.333333333336,2019-02-04 19:50:00,4213_Adventure-Holiday_25_Abba
1507,G,-242.55,100.0,9666.666666666666,2019-02-04 19:59:00,3968_Roomservice_25_FPV
1508,C,109.2,4282.5,43000.0,2019-02-04 20:08:00,4046_At-least-a-week_25_FPV
1509,I,-136.5,715.0,75666.66666666667,2019-02-04 20:15:00,4213_Adventure-Holiday_25_Abba
1510,H,204.75,5492.5,312666.6666666667,2019-02-04 20:22:00,4046_At-least-a-week_25_FPV
1511,I,364.35,1427.5,93000.0,2019-02-04 20:40:00,4200_Square-One_90_Abba
1512,C,347.55,4282.5,46333.333333333336,2019-02-04 20:48:00,3964_TheView_25_FPV
1513,I,-218.4,715.0,97666.66666666667,2019-02-04 21:08:00,4189_OneItemPieceOfPaper_25_Abba
1514,N,191.1,10435.0,195000.0,2019-02-04 21:14:00,3964_TheView_25_FPV
1515,I,150.15,330.0,25333.333333333332,2019-02-04 21:20:00,4213_Adventure-Holiday_25_Abba
1516,I,14.7,660.0,28000.0,2019-02-04 21:38:00,4202_Matched_90_Abba
1517,I,170.1,1427.5,71666.66666666667,2019-02-04 22:09:00,4202_Matched_90_Abba
1518,H,784.35,5492.5,290000.0,2019-02-04 22:23:00,3968_Roomservice_25_FPV
1519,C,736.05,8787.5,160000.0,2019-02-04 22:41:00,3964_TheView_25_FPV
1520,I,156.45000000000002,715.0,74666.66666666667,2019-02-04 22:50:00,4213_Adventure-Holiday_25_Abba
